Truth,Time,Substream_ID,Value0,Value1,Value2,Value3,Critical
D,8855,0,Male,73,173,blonde,True
B,8856,0,Male,44,220,brown,False
A,8857,0,Male,16,168,brown,False
B,8858,0,Male,35,200,blonde,False
A,8859,0,Male,17,169,blonde,False
B,8860,0,Male,36,219,brown,False
C,8861,0,Male,45,159,brown,False
D,8862,0,Male,75,176,blonde,True
B,8863,0,Male,33,208,brown,False
A,8864,0,Male,20,175,blonde,False
B,8865,0,Male,32,217,brown,False
A,8866,0,Male,19,179,brown,False
B,8867,0,Male,44,209,brown,False
C,8868,0,Male,33,160,brown,False
D,8869,0,Male,66,175,blonde,True
D,8870,0,Male,65,165,brown,True
B,8871,0,Male,37,211,brown,False
C,8872,0,Male,36,160,blonde,False
D,8873,0,Male,73,169,blonde,True
D,8874,0,Male,68,175,brown,True
B,8875,0,Male,33,212,blonde,False
A,8876,0,Male,23,174,blonde,False
C,8877,0,Male,44,157,brown,False
D,8878,0,Male,75,177,brown,True
B,8879,0,Male,45,215,blonde,False
C,8880,0,Male,42,156,brown,False
D,8881,0,Male,75,179,blonde,True
D,8882,0,Male,79,172,blonde,True
B,8883,0,Male,44,213,brown,False
C,8884,0,Male,43,160,blonde,False
D,8885,0,Male,75,173,brown,True
D,8886,0,Male,77,175,blonde,True
D,8887,0,Male,78,180,blonde,True
D,8888,0,Male,70,177,blonde,True
D,8889,0,Male,80,178,brown,True
D,8890,0,Male,72,171,brown,True
D,8891,0,Male,78,179,blonde,True
D,8892,0,Male,75,175,blonde,True
B,8893,0,Male,44,202,brown,False
A,8894,0,Male,20,172,blonde,False
B,8895,0,Male,38,206,blonde,False
A,8896,0,Male,21,167,blonde,False
B,8897,0,Male,38,200,blonde,False
C,8898,0,Male,45,162,brown,False
D,8899,0,Male,65,173,blonde,True
B,8900,0,Male,33,210,blonde,False
A,8901,0,Male,22,166,brown,False
B,8902,0,Male,44,204,brown,False
C,8903,0,Male,34,158,brown,False
D,8904,0,Male,72,177,blonde,True
D,8905,0,Male,78,174,blonde,True
D,8906,0,Male,70,180,blonde,True
B,8907,0,Male,32,214,brown,False
A,8908,0,Male,20,166,blonde,False
B,8909,0,Male,41,209,blonde,False
A,8910,0,Male,20,165,brown,False
B,8911,0,Male,38,203,blonde,False
A,8912,0,Male,19,173,brown,False
B,8913,0,Male,33,218,blonde,False
C,8914,0,Male,34,162,blonde,False
D,8915,0,Male,80,167,brown,True
B,8916,0,Male,41,207,blonde,False
A,8917,0,Male,21,178,brown,False
B,8918,0,Male,40,208,brown,False
C,8919,0,Male,44,158,brown,False
A,8920,0,Male,21,175,blonde,False
B,8921,0,Male,37,214,blonde,False
A,8922,0,Male,21,170,brown,False
B,8923,0,Male,32,213,blonde,False
A,8924,0,Male,18,177,blonde,False
B,8925,0,Male,43,202,brown,False
A,8926,0,Male,19,177,brown,False
B,8927,0,Male,37,201,brown,False
A,8928,0,Male,25,172,brown,False
B,8929,0,Male,41,207,brown,False
A,8930,0,Male,22,176,brown,False
B,8931,0,Male,43,216,blonde,False
A,8932,0,Male,23,170,blonde,False
B,8933,0,Male,41,209,blonde,False
C,8934,0,Male,41,158,brown,False
D,8935,0,Male,74,168,brown,True
D,8936,0,Male,65,177,blonde,True
B,8937,0,Male,43,203,brown,False
A,8938,0,Male,25,166,brown,False
C,8939,0,Male,38,164,brown,False
D,8940,0,Male,75,165,brown,True
B,8941,0,Male,33,220,blonde,False
A,8942,0,Male,20,177,blonde,False
B,8943,0,Male,41,209,brown,False
A,8944,0,Male,20,170,brown,False
B,8945,0,Male,43,215,brown,False
A,8946,0,Male,23,177,blonde,False
B,8947,0,Male,32,210,brown,False
C,8948,0,Male,44,161,brown,False
D,8949,0,Male,66,175,brown,True
B,8950,0,Male,40,200,blonde,False
C,8951,0,Male,42,159,blonde,False
D,8952,0,Male,67,177,brown,True
B,8953,0,Male,42,205,brown,False
A,8954,0,Male,20,178,brown,False
B,8955,0,Male,35,206,blonde,False
A,8956,0,Male,16,168,blonde,False
B,8957,0,Male,41,215,blonde,False
C,8958,0,Male,41,162,blonde,False
D,8959,0,Male,74,167,blonde,True
B,8960,0,Male,42,215,blonde,False
C,8961,0,Male,41,161,brown,False
A,8962,0,Male,23,172,brown,False
B,8963,0,Male,43,204,blonde,False
A,8964,0,Male,23,170,blonde,False
B,8965,0,Male,33,208,brown,False
A,8966,0,Male,19,174,blonde,False
B,8967,0,Male,38,217,brown,False
A,8968,0,Male,20,178,brown,False
C,8969,0,Male,38,161,blonde,False
D,8970,0,Male,80,172,brown,True
D,8971,0,Male,75,177,blonde,True
B,8972,0,Male,33,215,brown,False
C,8973,0,Male,37,162,blonde,False
D,8974,0,Male,79,165,brown,True
B,8975,0,Male,39,210,blonde,False
A,8976,0,Male,25,167,blonde,False
B,8977,0,Male,41,200,brown,False
A,8978,0,Male,21,169,blonde,False
B,8979,0,Male,34,220,brown,False
A,8980,0,Male,25,173,brown,False
B,8981,0,Male,32,202,brown,False
C,8982,0,Male,38,157,brown,False
A,8983,0,Male,16,167,blonde,False
C,8984,0,Male,33,155,brown,False
D,8985,0,Male,75,167,blonde,True
B,8986,0,Male,35,203,blonde,False
A,8987,0,Male,22,174,brown,False
C,8988,0,Male,34,162,blonde,False
D,8989,0,Male,78,176,blonde,True
B,8990,0,Male,42,206,brown,False
A,8991,0,Male,17,167,blonde,False
C,8992,0,Male,41,159,blonde,False
D,8993,0,Male,77,173,blonde,True
B,8994,0,Male,35,214,blonde,False
C,8995,0,Male,42,163,blonde,False
D,8996,0,Male,65,178,blonde,True
B,8997,0,Male,43,200,brown,False
A,8998,0,Male,25,176,blonde,False
B,8999,0,Male,35,211,brown,False
A,9000,0,Male,25,169,blonde,False
B,9001,0,Male,44,208,brown,False
C,9002,0,Male,45,159,brown,False
D,9003,0,Male,71,177,blonde,True
B,9004,0,Male,34,219,brown,False
C,9005,0,Male,41,155,blonde,False
D,9006,0,Male,73,176,blonde,True
D,9007,0,Male,79,174,blonde,True
B,9008,0,Male,38,204,brown,False
A,9009,0,Male,22,172,brown,False
B,9010,0,Male,38,202,blonde,False
C,9011,0,Male,33,164,brown,False
D,9012,0,Male,69,180,brown,True
D,9013,0,Male,77,179,blonde,True
B,9014,0,Male,35,210,brown,False
C,9015,0,Male,34,160,blonde,False
D,9016,0,Male,80,166,brown,True
D,9017,0,Male,69,174,blonde,True
B,9018,0,Male,34,215,blonde,False
A,9019,0,Male,22,173,blonde,False
B,9020,0,Male,38,203,brown,False
A,9021,0,Male,20,180,brown,False
B,9022,0,Male,39,203,blonde,False
C,9023,0,Male,38,164,blonde,False
D,9024,0,Male,73,179,brown,True
B,9025,0,Male,41,208,brown,False
A,9026,0,Male,17,171,brown,False
C,9027,0,Male,38,155,brown,False
D,9028,0,Male,70,171,blonde,True
B,9029,0,Male,38,208,blonde,False
A,9030,0,Male,17,166,brown,False
B,9031,0,Male,41,216,brown,False
A,9032,0,Male,22,179,brown,False
C,9033,0,Male,37,155,brown,False
A,9034,0,Male,19,172,blonde,False
B,9035,0,Male,42,219,blonde,False
C,9036,0,Male,33,155,blonde,False
D,9037,0,Male,71,168,blonde,True
B,9038,0,Male,41,209,blonde,False
A,9039,0,Male,23,179,brown,False
C,9040,0,Male,36,159,brown,False
A,9041,0,Male,21,165,brown,False
B,9042,0,Male,42,211,brown,False
A,9043,0,Male,16,165,blonde,False
B,9044,0,Male,33,209,brown,False
C,9045,0,Male,44,158,brown,False
D,9046,0,Male,71,172,blonde,True
B,9047,0,Male,45,204,blonde,False
A,9048,0,Male,22,168,blonde,False
C,9049,0,Male,39,160,brown,False
D,9050,0,Male,77,175,brown,True
B,9051,0,Male,41,216,blonde,False
C,9052,0,Male,37,163,brown,False
D,9053,0,Male,72,172,brown,True
D,9054,0,Male,67,169,blonde,True
B,9055,0,Male,41,215,blonde,False
C,9056,0,Male,40,155,blonde,False
A,9057,0,Male,20,165,brown,False
B,9058,0,Male,32,202,blonde,False
A,9059,0,Male,16,169,brown,False
C,9060,0,Male,37,164,brown,False
D,9061,0,Male,71,176,brown,True
B,9062,0,Male,36,201,brown,False
A,9063,0,Male,21,175,brown,False
C,9064,0,Male,39,160,blonde,False
D,9065,0,Male,74,177,brown,True
B,9066,0,Male,37,208,brown,False
C,9067,0,Male,36,163,blonde,False
D,9068,0,Male,70,177,brown,True
D,9069,0,Male,78,172,blonde,True
B,9070,0,Male,37,219,blonde,False
A,9071,0,Male,19,178,blonde,False
B,9072,0,Male,35,209,brown,False
C,9073,0,Male,35,163,blonde,False
D,9074,0,Male,75,175,brown,True
B,9075,0,Male,42,200,blonde,False
A,9076,0,Male,23,176,blonde,False
B,9077,0,Male,38,212,brown,False
A,9078,0,Male,25,180,blonde,False
B,9079,0,Male,34,205,blonde,False
A,9080,0,Male,22,166,brown,False
B,9081,0,Male,37,209,blonde,False
A,9082,0,Male,17,168,brown,False
C,9083,0,Male,32,163,brown,False
D,9084,0,Male,77,168,blonde,True
B,9085,0,Male,36,211,blonde,False
A,9086,0,Male,21,179,brown,False
B,9087,0,Male,35,216,brown,False
A,9088,0,Male,18,177,blonde,False
B,9089,0,Male,42,212,brown,False
A,9090,0,Male,20,173,blonde,False
B,9091,0,Male,43,212,blonde,False
C,9092,0,Male,32,161,blonde,False
D,9093,0,Male,77,177,blonde,True
B,9094,0,Male,45,203,blonde,False
C,9095,0,Male,32,159,brown,False
D,9096,0,Male,71,168,blonde,True
D,9097,0,Male,75,166,brown,True
D,9098,0,Male,66,168,brown,True
B,9099,0,Male,32,205,blonde,False
A,9100,0,Male,21,172,blonde,False
B,9101,0,Male,37,202,blonde,False
A,9102,0,Male,25,165,brown,False
B,9103,0,Male,42,220,blonde,False
C,9104,0,Male,43,157,brown,False
D,9105,0,Male,67,177,brown,True
B,9106,0,Male,32,207,blonde,False
A,9107,0,Male,18,176,brown,False
B,9108,0,Male,42,212,blonde,False
A,9109,0,Male,20,167,blonde,False
B,9110,0,Male,40,212,brown,False
A,9111,0,Male,20,166,brown,False
B,9112,0,Male,33,215,brown,False
C,9113,0,Male,32,159,blonde,False
D,9114,0,Male,78,174,brown,True
B,9115,0,Male,37,202,blonde,False
A,9116,0,Male,17,174,blonde,False
C,9117,0,Male,37,159,brown,False
D,9118,0,Male,79,165,brown,True
D,9119,0,Male,66,179,brown,True
B,9120,0,Male,33,203,blonde,False
A,9121,0,Male,24,177,brown,False
B,9122,0,Male,38,217,blonde,False
C,9123,0,Male,32,157,brown,False
D,9124,0,Male,70,179,blonde,True
D,9125,0,Male,76,168,brown,True
B,9126,0,Male,35,209,blonde,False
C,9127,0,Male,43,158,brown,False
D,9128,0,Male,75,178,brown,True
B,9129,0,Male,40,200,blonde,False
A,9130,0,Male,23,170,brown,False
B,9131,0,Male,45,205,brown,False
C,9132,0,Male,38,157,brown,False
D,9133,0,Male,72,165,blonde,True
B,9134,0,Male,45,212,brown,False
A,9135,0,Male,19,176,brown,False
B,9136,0,Male,38,204,brown,False
A,9137,0,Male,24,172,brown,False
B,9138,0,Male,33,200,brown,False
C,9139,0,Male,34,155,blonde,False
A,9140,0,Male,25,171,blonde,False
C,9141,0,Male,40,158,blonde,False
D,9142,0,Male,79,178,blonde,True
B,9143,0,Male,43,215,brown,False
C,9144,0,Male,32,163,blonde,False
D,9145,0,Male,70,171,brown,True
B,9146,0,Male,43,202,brown,False
A,9147,0,Male,20,176,blonde,False
B,9148,0,Male,40,205,blonde,False
C,9149,0,Male,37,163,blonde,False
D,9150,0,Male,68,167,brown,True
B,9151,0,Male,32,201,brown,False
C,9152,0,Male,42,160,blonde,False
D,9153,0,Male,76,177,blonde,True
D,9154,0,Male,71,179,brown,True
D,9155,0,Male,69,176,brown,True
B,9156,0,Male,44,214,brown,False
A,9157,0,Male,23,169,brown,False
B,9158,0,Male,43,220,brown,False
A,9159,0,Male,24,179,blonde,False
C,9160,0,Male,43,162,brown,False
A,9161,0,Male,24,172,blonde,False
B,9162,0,Male,32,213,blonde,False
A,9163,0,Male,18,180,blonde,False
B,9164,0,Male,37,214,blonde,False
A,9165,0,Male,18,176,brown,False
B,9166,0,Male,37,210,brown,False
A,9167,0,Male,23,172,blonde,False
B,9168,0,Male,32,217,brown,False
A,9169,0,Male,22,167,blonde,False
B,9170,0,Male,35,220,brown,False
A,9171,0,Male,19,174,blonde,False
B,9172,0,Male,45,211,brown,False
A,9173,0,Male,21,177,blonde,False
B,9174,0,Male,41,210,blonde,False
C,9175,0,Male,33,164,brown,False
D,9176,0,Male,71,173,blonde,True
B,9177,0,Male,35,209,blonde,False
C,9178,0,Male,32,156,blonde,False
D,9179,0,Male,77,165,brown,True
B,9180,0,Male,41,218,blonde,False
A,9181,0,Male,19,167,blonde,False
B,9182,0,Male,44,217,blonde,False
A,9183,0,Male,24,177,blonde,False
B,9184,0,Male,38,204,brown,False
A,9185,0,Male,19,180,brown,False
B,9186,0,Male,41,220,blonde,False
A,9187,0,Male,17,169,brown,False
C,9188,0,Male,45,159,blonde,False
D,9189,0,Male,76,180,brown,True
B,9190,0,Male,38,210,brown,False
C,9191,0,Male,43,155,brown,False
D,9192,0,Male,71,171,blonde,True
B,9193,0,Male,45,216,brown,False
C,9194,0,Male,45,157,blonde,False
D,9195,0,Male,66,178,blonde,True
D,9196,0,Male,66,173,blonde,True
B,9197,0,Male,37,210,blonde,False
C,9198,0,Male,33,155,blonde,False
D,9199,0,Male,69,175,brown,True
B,9200,0,Male,36,209,blonde,False
A,9201,0,Male,16,170,brown,False
B,9202,0,Male,41,217,brown,False
A,9203,0,Male,18,171,blonde,False
B,9204,0,Male,38,218,brown,False
A,9205,0,Male,17,169,blonde,False
B,9206,0,Male,37,206,brown,False
A,9207,0,Male,25,176,blonde,False
B,9208,0,Male,32,211,brown,False
C,9209,0,Male,35,157,blonde,False
D,9210,0,Male,78,172,blonde,True
B,9211,0,Male,41,217,brown,False
C,9212,0,Male,38,156,brown,False
D,9213,0,Male,68,172,blonde,True
B,9214,0,Male,37,210,blonde,False
C,9215,0,Male,36,161,brown,False
D,9216,0,Male,71,180,blonde,True
B,9217,0,Male,32,210,blonde,False
A,9218,0,Male,17,168,blonde,False
C,9219,0,Male,35,157,brown,False
A,9220,0,Male,17,169,blonde,False
B,9221,0,Male,45,201,brown,False
A,9222,0,Male,20,180,brown,False
B,9223,0,Male,32,217,blonde,False
C,9224,0,Male,33,161,brown,False
D,9225,0,Male,72,171,brown,True
D,9226,0,Male,78,170,blonde,True
B,9227,0,Male,45,208,brown,False
A,9228,0,Male,16,178,blonde,False
B,9229,0,Male,39,213,blonde,False
C,9230,0,Male,32,163,blonde,False
D,9231,0,Male,71,167,brown,True
B,9232,0,Male,44,208,brown,False
C,9233,0,Male,38,159,brown,False
D,9234,0,Male,76,175,brown,True
B,9235,0,Male,44,214,brown,False
A,9236,0,Male,21,180,blonde,False
B,9237,0,Male,39,214,blonde,False
C,9238,0,Male,43,155,blonde,False
A,9239,0,Male,21,180,brown,False
B,9240,0,Male,37,212,brown,False
A,9241,0,Male,17,166,brown,False
B,9242,0,Male,32,208,blonde,False
A,9243,0,Male,19,173,brown,False
B,9244,0,Male,44,211,blonde,False
C,9245,0,Male,33,163,blonde,False
D,9246,0,Male,74,171,brown,True
B,9247,0,Male,40,201,brown,False
A,9248,0,Male,25,167,brown,False
B,9249,0,Male,34,214,blonde,False
A,9250,0,Male,18,172,blonde,False
C,9251,0,Male,33,158,blonde,False
D,9252,0,Male,74,166,blonde,True
D,9253,0,Male,65,180,brown,True
D,9254,0,Male,68,170,blonde,True
D,9255,0,Male,79,176,blonde,True
B,9256,0,Male,33,212,blonde,False
A,9257,0,Male,19,180,brown,False
B,9258,0,Male,37,213,blonde,False
A,9259,0,Male,22,177,blonde,False
C,9260,0,Male,37,160,brown,False
D,9261,0,Male,78,170,brown,True
D,9262,0,Male,74,165,brown,True
B,9263,0,Male,43,209,brown,False
C,9264,0,Male,34,160,blonde,False
D,9265,0,Male,70,166,blonde,True
B,9266,0,Male,32,213,blonde,False
C,9267,0,Male,32,162,blonde,False
D,9268,0,Male,79,166,blonde,True
B,9269,0,Male,38,207,blonde,False
A,9270,0,Male,24,177,brown,False
B,9271,0,Male,37,214,brown,False
A,9272,0,Male,18,173,blonde,False
B,9273,0,Male,40,216,blonde,False
C,9274,0,Male,35,161,blonde,False
D,9275,0,Male,72,171,blonde,True
B,9276,0,Male,37,210,brown,False
A,9277,0,Male,22,177,blonde,False
B,9278,0,Male,38,200,blonde,False
A,9279,0,Male,18,169,blonde,False
B,9280,0,Male,35,220,blonde,False
A,9281,0,Male,25,173,blonde,False
C,9282,0,Male,44,155,blonde,False
D,9283,0,Male,78,167,brown,True
B,9284,0,Male,40,220,blonde,False
A,9285,0,Male,21,177,brown,False
B,9286,0,Male,43,208,blonde,False
A,9287,0,Male,24,176,brown,False
B,9288,0,Male,40,208,blonde,False
A,9289,0,Male,16,179,brown,False
B,9290,0,Male,39,218,blonde,False
C,9291,0,Male,37,161,brown,False
D,9292,0,Male,76,172,blonde,True
D,9293,0,Male,66,172,brown,True
B,9294,0,Male,45,204,brown,False
A,9295,0,Male,20,172,blonde,False
B,9296,0,Male,40,205,brown,False
A,9297,0,Male,19,167,brown,False
B,9298,0,Male,38,213,brown,False
A,9299,0,Male,23,174,brown,False
C,9300,0,Male,41,156,blonde,False
A,9301,0,Male,23,168,brown,False
C,9302,0,Male,44,156,brown,False
D,9303,0,Male,71,180,brown,True
B,9304,0,Male,41,206,blonde,False
C,9305,0,Male,37,157,blonde,False
D,9306,0,Male,66,167,brown,True
D,9307,0,Male,66,174,blonde,True
B,9308,0,Male,32,214,blonde,False
A,9309,0,Male,17,166,blonde,False
B,9310,0,Male,45,201,brown,False
A,9311,0,Male,16,170,brown,False
B,9312,0,Male,32,203,brown,False
C,9313,0,Male,45,155,blonde,False
D,9314,0,Male,65,180,brown,True
D,9315,0,Male,75,176,blonde,True
B,9316,0,Male,45,210,brown,False
A,9317,0,Male,21,175,blonde,False
B,9318,0,Male,44,217,blonde,False
C,9319,0,Male,45,158,blonde,False
D,9320,0,Male,67,174,blonde,True
D,9321,0,Male,72,178,brown,True
D,9322,0,Male,71,173,brown,True
B,9323,0,Male,35,205,brown,False
A,9324,0,Male,24,171,blonde,False
C,9325,0,Male,34,155,blonde,False
D,9326,0,Male,74,172,blonde,True
D,9327,0,Male,69,173,brown,True
B,9328,0,Male,41,218,brown,False
A,9329,0,Male,24,173,brown,False
B,9330,0,Male,39,218,brown,False
A,9331,0,Male,21,178,blonde,False
B,9332,0,Male,40,203,brown,False
C,9333,0,Male,36,159,blonde,False
D,9334,0,Male,78,166,blonde,True
B,9335,0,Male,38,211,blonde,False
C,9336,0,Male,41,157,blonde,False
D,9337,0,Male,74,167,brown,True
B,9338,0,Male,33,204,blonde,False
A,9339,0,Male,16,168,brown,False
B,9340,0,Male,41,208,brown,False
A,9341,0,Male,16,177,blonde,False
B,9342,0,Male,35,215,blonde,False
A,9343,0,Male,17,171,blonde,False
B,9344,0,Male,37,207,brown,False
A,9345,0,Male,17,180,blonde,False
B,9346,0,Male,36,213,brown,False
C,9347,0,Male,33,155,brown,False
D,9348,0,Male,74,168,blonde,True
D,9349,0,Male,79,168,blonde,True
D,9350,0,Male,68,170,blonde,True
D,9351,0,Male,69,173,brown,True
D,9352,0,Male,72,173,brown,True
B,9353,0,Male,37,212,brown,False
C,9354,0,Male,33,164,blonde,False
D,9355,0,Male,69,167,brown,True
B,9356,0,Male,36,212,brown,False
A,9357,0,Male,23,167,brown,False
B,9358,0,Male,33,200,blonde,False
C,9359,0,Male,43,161,blonde,False
D,9360,0,Male,72,172,brown,True
B,9361,0,Male,45,215,blonde,False
A,9362,0,Male,23,173,brown,False
B,9363,0,Male,45,217,brown,False
C,9364,0,Male,44,161,blonde,False
D,9365,0,Male,69,173,blonde,True
D,9366,0,Male,71,176,brown,True
B,9367,0,Male,39,220,blonde,False
A,9368,0,Male,18,171,blonde,False
B,9369,0,Male,45,202,blonde,False
A,9370,0,Male,20,171,blonde,False
C,9371,0,Male,40,159,brown,False
D,9372,0,Male,78,170,brown,True
B,9373,0,Male,33,203,blonde,False
C,9374,0,Male,33,158,brown,False
D,9375,0,Male,68,174,blonde,True
B,9376,0,Male,35,202,blonde,False
C,9377,0,Male,43,163,blonde,False
D,9378,0,Male,68,175,brown,True
D,9379,0,Male,69,172,brown,True
B,9380,0,Male,44,216,brown,False
A,9381,0,Male,25,169,brown,False
C,9382,0,Male,39,160,brown,False
D,9383,0,Male,79,180,brown,True
D,9384,0,Male,71,173,blonde,True
D,9385,0,Male,79,173,brown,True
D,9386,0,Male,73,171,blonde,True
B,9387,0,Male,39,205,blonde,False
A,9388,0,Male,16,165,brown,False
B,9389,0,Male,40,208,blonde,False
C,9390,0,Male,37,164,blonde,False
D,9391,0,Male,68,170,blonde,True
D,9392,0,Male,76,176,brown,True
B,9393,0,Male,35,205,brown,False
A,9394,0,Male,19,172,blonde,False
C,9395,0,Male,33,159,blonde,False
D,9396,0,Male,77,165,blonde,True
B,9397,0,Male,36,200,brown,False
C,9398,0,Male,40,162,brown,False
A,9399,0,Male,16,178,blonde,False
B,9400,0,Male,36,201,brown,False
A,9401,0,Male,18,169,brown,False
B,9402,0,Male,34,208,blonde,False
C,9403,0,Male,36,160,blonde,False
D,9404,0,Male,66,165,brown,True
B,9405,0,Male,45,210,brown,False
C,9406,0,Male,37,164,blonde,False
D,9407,0,Male,74,177,brown,True
B,9408,0,Male,45,202,blonde,False
C,9409,0,Male,37,162,blonde,False
D,9410,0,Male,78,169,blonde,True
B,9411,0,Male,35,208,brown,False
C,9412,0,Male,36,159,brown,False
D,9413,0,Male,80,178,brown,True
B,9414,0,Male,42,212,brown,False
C,9415,0,Male,33,156,blonde,False
D,9416,0,Male,77,170,blonde,True
B,9417,0,Male,37,213,brown,False
A,9418,0,Male,17,179,blonde,False
B,9419,0,Male,41,219,brown,False
C,9420,0,Male,38,159,blonde,False
D,9421,0,Male,79,170,brown,True
D,9422,0,Male,68,165,blonde,True
D,9423,0,Male,71,169,blonde,True
D,9424,0,Male,74,175,brown,True
D,9425,0,Male,69,178,blonde,True
B,9426,0,Male,39,217,brown,False
A,9427,0,Male,21,166,brown,False
B,9428,0,Male,45,218,brown,False
C,9429,0,Male,34,155,brown,False
D,9430,0,Male,67,167,blonde,True
B,9431,0,Male,44,211,brown,False
A,9432,0,Male,25,180,blonde,False
C,9433,0,Male,45,164,brown,False
D,9434,0,Male,79,177,blonde,True
B,9435,0,Male,33,216,blonde,False
A,9436,0,Male,20,174,blonde,False
B,9437,0,Male,34,210,brown,False
C,9438,0,Male,33,164,blonde,False
D,9439,0,Male,71,165,blonde,True
B,9440,0,Male,42,200,brown,False
A,9441,0,Male,20,173,brown,False
B,9442,0,Male,35,220,blonde,False
A,9443,0,Male,16,170,brown,False
B,9444,0,Male,34,201,brown,False
C,9445,0,Male,41,157,blonde,False
D,9446,0,Male,74,165,brown,True
D,9447,0,Male,79,169,brown,True
B,9448,0,Male,45,209,brown,False
A,9449,0,Male,20,173,brown,False
B,9450,0,Male,42,212,blonde,False
A,9451,0,Male,24,169,blonde,False
B,9452,0,Male,35,202,brown,False
A,9453,0,Male,24,169,brown,False
B,9454,0,Male,45,215,blonde,False
A,9455,0,Male,20,177,brown,False
B,9456,0,Male,35,203,brown,False
A,9457,0,Male,23,167,blonde,False
B,9458,0,Male,41,206,blonde,False
A,9459,0,Male,21,179,brown,False
B,9460,0,Male,42,211,blonde,False
C,9461,0,Male,35,155,brown,False
D,9462,0,Male,65,165,brown,True
B,9463,0,Male,44,220,blonde,False
C,9464,0,Male,39,160,brown,False
D,9465,0,Male,77,165,brown,True
B,9466,0,Male,37,209,blonde,False
C,9467,0,Male,42,162,blonde,False
D,9468,0,Male,71,175,brown,True
B,9469,0,Male,45,212,brown,False
C,9470,0,Male,37,162,brown,False
D,9471,0,Male,65,170,brown,True
B,9472,0,Male,36,212,brown,False
C,9473,0,Male,32,156,brown,False
D,9474,0,Male,71,172,blonde,True
B,9475,0,Male,32,217,brown,False
C,9476,0,Male,44,160,brown,False
A,9477,0,Male,16,176,blonde,False
B,9478,0,Male,32,207,brown,False
A,9479,0,Male,16,174,blonde,False
B,9480,0,Male,40,203,brown,False
C,9481,0,Male,36,161,brown,False
D,9482,0,Male,75,179,blonde,True
B,9483,0,Male,41,208,blonde,False
C,9484,0,Male,39,162,blonde,False
D,9485,0,Male,70,174,blonde,True
D,9486,0,Male,77,180,blonde,True
B,9487,0,Male,40,215,blonde,False
C,9488,0,Male,42,163,blonde,False
D,9489,0,Male,79,174,blonde,True
D,9490,0,Male,79,175,blonde,True
B,9491,0,Male,41,218,blonde,False
